,datetime,symbol,open,high,low,close,volume,Open,High,Low,Close,Volume,Datetime,Date
5100,2026-06-19 09:15:00,NSE:NIFTY,23998.8,23998.8,23939.8,23980.9,25527427.0,23998.8,23998.8,23939.8,23980.9,25527427.0,2026-06-19 09:15:00,2026-06-19
5101,2026-06-19 09:20:00,NSE:NIFTY,23980.8,23981.2,23961.2,23962.85,9991083.0,23980.8,23981.2,23961.2,23962.85,9991083.0,2026-06-19 09:20:00,2026-06-19
5102,2026-06-19 09:25:00,NSE:NIFTY,23963.05,23964.7,23945.05,23955.95,8865621.0,23963.05,23964.7,23945.05,23955.95,8865621.0,2026-06-19 09:25:00,2026-06-19
5103,2026-06-19 09:30:00,NSE:NIFTY,23955.55,23958.4,23938.75,23950.35,7389966.0,23955.55,23958.4,23938.75,23950.35,7389966.0,2026-06-19 09:30:00,2026-06-19
5104,2026-06-19 09:35:00,NSE:NIFTY,23950.05,23970.65,23946.1,23970.15,5311550.0,23950.05,23970.65,23946.1,23970.15,5311550.0,2026-06-19 09:35:00,2026-06-19
5105,2026-06-19 09:40:00,NSE:NIFTY,23970.4,23981.95,23966.4,23974.1,5349439.0,23970.4,23981.95,23966.4,23974.1,5349439.0,2026-06-19 09:40:00,2026-06-19
5106,2026-06-19 09:45:00,NSE:NIFTY,23975.2,23979.6,23961.8,23976.55,5026923.0,23975.2,23979.6,23961.8,23976.55,5026923.0,2026-06-19 09:45:00,2026-06-19
5107,2026-06-19 09:50:00,NSE:NIFTY,23977.45,23986.7,23961.8,23986.25,5900250.0,23977.45,23986.7,23961.8,23986.25,5900250.0,2026-06-19 09:50:00,2026-06-19
5108,2026-06-19 09:55:00,NSE:NIFTY,23985.1,23990.05,23982.4,23987.9,4730515.0,23985.1,23990.05,23982.4,23987.9,4730515.0,2026-06-19 09:55:00,2026-06-19
5109,2026-06-19 10:00:00,NSE:NIFTY,23987.7,23989.05,23963.6,23973.5,4400320.0,23987.7,23989.05,23963.6,23973.5,4400320.0,2026-06-19 10:00:00,2026-06-19
5110,2026-06-19 10:05:00,NSE:NIFTY,23973.55,23993.8,23970.2,23991.55,5192177.0,23973.55,23993.8,23970.2,23991.55,5192177.0,2026-06-19 10:05:00,2026-06-19
5111,2026-06-19 10:10:00,NSE:NIFTY,23991.8,24011.25,23987.95,24009.95,4317915.0,23991.8,24011.25,23987.95,24009.95,4317915.0,2026-06-19 10:10:00,2026-06-19
5112,2026-06-19 10:15:00,NSE:NIFTY,24010.35,24011.5,23991.65,23992.4,3546092.0,24010.35,24011.5,23991.65,23992.4,3546092.0,2026-06-19 10:15:00,2026-06-19
5113,2026-06-19 10:20:00,NSE:NIFTY,23993.35,23997.0,23978.35,23983.0,4266130.0,23993.35,23997.0,23978.35,23983.0,4266130.0,2026-06-19 10:20:00,2026-06-19
5114,2026-06-19 10:25:00,NSE:NIFTY,23981.95,23984.5,23965.25,23966.85,3275019.0,23981.95,23984.5,23965.25,23966.85,3275019.0,2026-06-19 10:25:00,2026-06-19
5115,2026-06-19 10:30:00,NSE:NIFTY,23966.75,23972.05,23953.9,23960.95,3134037.0,23966.75,23972.05,23953.9,23960.95,3134037.0,2026-06-19 10:30:00,2026-06-19
5116,2026-06-19 10:35:00,NSE:NIFTY,23960.75,23969.0,23958.45,23968.3,2627384.0,23960.75,23969.0,23958.45,23968.3,2627384.0,2026-06-19 10:35:00,2026-06-19
5117,2026-06-19 10:40:00,NSE:NIFTY,23968.9,23972.6,23955.05,23970.7,2855796.0,23968.9,23972.6,23955.05,23970.7,2855796.0,2026-06-19 10:40:00,2026-06-19
5118,2026-06-19 10:45:00,NSE:NIFTY,23970.2,23972.3,23955.85,23957.25,2725951.0,23970.2,23972.3,23955.85,23957.25,2725951.0,2026-06-19 10:45:00,2026-06-19
5119,2026-06-19 10:50:00,NSE:NIFTY,23957.4,23960.0,23941.9,23946.65,3565602.0,23957.4,23960.0,23941.9,23946.65,3565602.0,2026-06-19 10:50:00,2026-06-19
5120,2026-06-19 10:55:00,NSE:NIFTY,23946.6,23952.95,23940.5,23944.9,2453446.0,23946.6,23952.95,23940.5,23944.9,2453446.0,2026-06-19 10:55:00,2026-06-19
5121,2026-06-19 11:00:00,NSE:NIFTY,23944.8,23956.05,23941.1,23945.8,3053096.0,23944.8,23956.05,23941.1,23945.8,3053096.0,2026-06-19 11:00:00,2026-06-19
5122,2026-06-19 11:05:00,NSE:NIFTY,23945.55,23953.75,23936.25,23953.4,2908766.0,23945.55,23953.75,23936.25,23953.4,2908766.0,2026-06-19 11:05:00,2026-06-19
5123,2026-06-19 11:10:00,NSE:NIFTY,23953.2,23965.5,23952.3,23964.55,3430106.0,23953.2,23965.5,23952.3,23964.55,3430106.0,2026-06-19 11:10:00,2026-06-19
5124,2026-06-19 11:15:00,NSE:NIFTY,23964.5,23967.4,23951.45,23960.9,2540347.0,23964.5,23967.4,23951.45,23960.9,2540347.0,2026-06-19 11:15:00,2026-06-19
5125,2026-06-19 11:20:00,NSE:NIFTY,23961.2,23962.1,23947.05,23948.45,2392877.0,23961.2,23962.1,23947.05,23948.45,2392877.0,2026-06-19 11:20:00,2026-06-19
5126,2026-06-19 11:25:00,NSE:NIFTY,23947.9,23954.8,23941.85,23953.05,2999040.0,23947.9,23954.8,23941.85,23953.05,2999040.0,2026-06-19 11:25:00,2026-06-19
5127,2026-06-19 11:30:00,NSE:NIFTY,23953.75,23964.75,23947.05,23960.55,2308690.0,23953.75,23964.75,23947.05,23960.55,2308690.0,2026-06-19 11:30:00,2026-06-19
5128,2026-06-19 11:35:00,NSE:NIFTY,23960.7,23968.3,23952.75,23955.35,2530693.0,23960.7,23968.3,23952.75,23955.35,2530693.0,2026-06-19 11:35:00,2026-06-19
5129,2026-06-19 11:40:00,NSE:NIFTY,23954.95,23960.1,23951.65,23954.2,2420459.0,23954.95,23960.1,23951.65,23954.2,2420459.0,2026-06-19 11:40:00,2026-06-19
5130,2026-06-19 11:45:00,NSE:NIFTY,23954.45,23956.1,23940.2,23945.15,4292050.0,23954.45,23956.1,23940.2,23945.15,4292050.0,2026-06-19 11:45:00,2026-06-19
5131,2026-06-19 11:50:00,NSE:NIFTY,23944.7,23951.55,23943.85,23944.35,2842705.0,23944.7,23951.55,23943.85,23944.35,2842705.0,2026-06-19 11:50:00,2026-06-19
5132,2026-06-19 11:55:00,NSE:NIFTY,23944.5,23956.2,23940.75,23954.4,2794595.0,23944.5,23956.2,23940.75,23954.4,2794595.0,2026-06-19 11:55:00,2026-06-19
5133,2026-06-19 12:00:00,NSE:NIFTY,23955.15,23967.7,23950.75,23953.45,3019722.0,23955.15,23967.7,23950.75,23953.45,3019722.0,2026-06-19 12:00:00,2026-06-19
5134,2026-06-19 12:05:00,NSE:NIFTY,23952.95,23955.4,23948.3,23951.05,2285142.0,23952.95,23955.4,23948.3,23951.05,2285142.0,2026-06-19 12:05:00,2026-06-19
5135,2026-06-19 12:10:00,NSE:NIFTY,23950.9,23960.35,23950.7,23959.45,2208052.0,23950.9,23960.35,23950.7,23959.45,2208052.0,2026-06-19 12:10:00,2026-06-19
5136,2026-06-19 12:15:00,NSE:NIFTY,23959.4,23962.95,23953.3,23955.1,1925188.0,23959.4,23962.95,23953.3,23955.1,1925188.0,2026-06-19 12:15:00,2026-06-19
5137,2026-06-19 12:20:00,NSE:NIFTY,23954.35,23970.7,23954.35,23964.5,2176607.0,23954.35,23970.7,23954.35,23964.5,2176607.0,2026-06-19 12:20:00,2026-06-19
5138,2026-06-19 12:25:00,NSE:NIFTY,23964.25,23974.5,23963.1,23968.85,2178168.0,23964.25,23974.5,23963.1,23968.85,2178168.0,2026-06-19 12:25:00,2026-06-19
5139,2026-06-19 12:30:00,NSE:NIFTY,23968.9,23972.25,23961.1,23965.8,2362162.0,23968.9,23972.25,23961.1,23965.8,2362162.0,2026-06-19 12:30:00,2026-06-19
5140,2026-06-19 12:35:00,NSE:NIFTY,23965.5,23967.15,23958.35,23965.35,2006006.0,23965.5,23967.15,23958.35,23965.35,2006006.0,2026-06-19 12:35:00,2026-06-19
5141,2026-06-19 12:40:00,NSE:NIFTY,23965.7,23966.8,23924.9,23951.55,3729235.0,23965.7,23966.8,23924.9,23951.55,3729235.0,2026-06-19 12:40:00,2026-06-19
5142,2026-06-19 12:45:00,NSE:NIFTY,23951.95,23962.35,23949.8,23954.4,2672702.0,23951.95,23962.35,23949.8,23954.4,2672702.0,2026-06-19 12:45:00,2026-06-19
5143,2026-06-19 12:50:00,NSE:NIFTY,23954.5,23960.2,23948.45,23949.9,1935641.0,23954.5,23960.2,23948.45,23949.9,1935641.0,2026-06-19 12:50:00,2026-06-19
5144,2026-06-19 12:55:00,NSE:NIFTY,23949.95,23950.9,23931.0,23937.9,2312360.0,23949.95,23950.9,23931.0,23937.9,2312360.0,2026-06-19 12:55:00,2026-06-19
5145,2026-06-19 13:00:00,NSE:NIFTY,23938.0,23938.6,23916.15,23917.25,2365957.0,23938.0,23938.6,23916.15,23917.25,2365957.0,2026-06-19 13:00:00,2026-06-19
5146,2026-06-19 13:05:00,NSE:NIFTY,23917.35,23932.55,23913.15,23926.8,3289996.0,23917.35,23932.55,23913.15,23926.8,3289996.0,2026-06-19 13:05:00,2026-06-19
5147,2026-06-19 13:10:00,NSE:NIFTY,23926.65,23932.45,23919.3,23930.2,2332970.0,23926.65,23932.45,23919.3,23930.2,2332970.0,2026-06-19 13:10:00,2026-06-19
5148,2026-06-19 13:15:00,NSE:NIFTY,23930.35,23933.4,23920.65,23921.65,2486597.0,23930.35,23933.4,23920.65,23921.65,2486597.0,2026-06-19 13:15:00,2026-06-19
5149,2026-06-19 13:20:00,NSE:NIFTY,23921.8,23928.45,23914.85,23916.15,2432012.0,23921.8,23928.45,23914.85,23916.15,2432012.0,2026-06-19 13:20:00,2026-06-19
5150,2026-06-19 13:25:00,NSE:NIFTY,23916.45,23929.2,23916.25,23928.15,2075527.0,23916.45,23929.2,23916.25,23928.15,2075527.0,2026-06-19 13:25:00,2026-06-19
5151,2026-06-19 13:30:00,NSE:NIFTY,23928.8,23941.2,23925.8,23941.2,2342570.0,23928.8,23941.2,23925.8,23941.2,2342570.0,2026-06-19 13:30:00,2026-06-19
5152,2026-06-19 13:35:00,NSE:NIFTY,23941.1,23943.3,23929.95,23939.0,2671453.0,23941.1,23943.3,23929.95,23939.0,2671453.0,2026-06-19 13:35:00,2026-06-19
5153,2026-06-19 13:40:00,NSE:NIFTY,23938.5,23950.0,23937.8,23946.95,2853400.0,23938.5,23950.0,23937.8,23946.95,2853400.0,2026-06-19 13:40:00,2026-06-19
5154,2026-06-19 13:45:00,NSE:NIFTY,23946.8,23961.2,23945.75,23960.5,3512957.0,23946.8,23961.2,23945.75,23960.5,3512957.0,2026-06-19 13:45:00,2026-06-19
5155,2026-06-19 13:50:00,NSE:NIFTY,23960.75,23962.65,23945.55,23946.9,3417835.0,23960.75,23962.65,23945.55,23946.9,3417835.0,2026-06-19 13:50:00,2026-06-19
5156,2026-06-19 13:55:00,NSE:NIFTY,23945.65,23967.05,23945.65,23966.85,2697057.0,23945.65,23967.05,23945.65,23966.85,2697057.0,2026-06-19 13:55:00,2026-06-19
5157,2026-06-19 14:00:00,NSE:NIFTY,23966.9,23976.8,23955.3,23976.8,3242332.0,23966.9,23976.8,23955.3,23976.8,3242332.0,2026-06-19 14:00:00,2026-06-19
5158,2026-06-19 14:05:00,NSE:NIFTY,23977.15,23987.95,23968.1,23972.1,3567786.0,23977.15,23987.95,23968.1,23972.1,3567786.0,2026-06-19 14:05:00,2026-06-19
5159,2026-06-19 14:10:00,NSE:NIFTY,23971.95,23992.2,23968.5,23991.45,4154651.0,23971.95,23992.2,23968.5,23991.45,4154651.0,2026-06-19 14:10:00,2026-06-19
5160,2026-06-19 14:15:00,NSE:NIFTY,23992.3,24000.6,23985.25,23997.75,4619911.0,23992.3,24000.6,23985.25,23997.75,4619911.0,2026-06-19 14:15:00,2026-06-19
5161,2026-06-19 14:20:00,NSE:NIFTY,23997.65,23998.5,23954.9,23961.15,6418503.0,23997.65,23998.5,23954.9,23961.15,6418503.0,2026-06-19 14:20:00,2026-06-19
5162,2026-06-19 14:25:00,NSE:NIFTY,23960.1,23971.9,23955.15,23957.05,4336126.0,23960.1,23971.9,23955.15,23957.05,4336126.0,2026-06-19 14:25:00,2026-06-19
5163,2026-06-19 14:30:00,NSE:NIFTY,23958.05,23973.05,23957.8,23971.6,3726765.0,23958.05,23973.05,23957.8,23971.6,3726765.0,2026-06-19 14:30:00,2026-06-19
5164,2026-06-19 14:35:00,NSE:NIFTY,23972.0,23995.5,23970.2,23979.7,4668755.0,23972.0,23995.5,23970.2,23979.7,4668755.0,2026-06-19 14:35:00,2026-06-19
5165,2026-06-19 14:40:00,NSE:NIFTY,23979.55,23983.1,23965.9,23974.0,4265918.0,23979.55,23983.1,23965.9,23974.0,4265918.0,2026-06-19 14:40:00,2026-06-19
5166,2026-06-19 14:45:00,NSE:NIFTY,23973.25,23981.7,23969.3,23977.55,4883211.0,23973.25,23981.7,23969.3,23977.55,4883211.0,2026-06-19 14:45:00,2026-06-19
5167,2026-06-19 14:50:00,NSE:NIFTY,23978.3,23979.05,23927.2,23929.5,7466092.0,23978.3,23979.05,23927.2,23929.5,7466092.0,2026-06-19 14:50:00,2026-06-19
5168,2026-06-19 14:55:00,NSE:NIFTY,23929.65,23931.45,23901.9,23910.55,7303782.0,23929.65,23931.45,23901.9,23910.55,7303782.0,2026-06-19 14:55:00,2026-06-19
5169,2026-06-19 15:00:00,NSE:NIFTY,23911.6,24009.1,23904.45,24006.95,34909861.0,23911.6,24009.1,23904.45,24006.95,34909861.0,2026-06-19 15:00:00,2026-06-19
5170,2026-06-19 15:05:00,NSE:NIFTY,24007.35,24027.05,24005.0,24022.0,30087559.0,24007.35,24027.05,24005.0,24022.0,30087559.0,2026-06-19 15:05:00,2026-06-19
5171,2026-06-19 15:10:00,NSE:NIFTY,24022.6,24042.65,24020.95,24025.9,27921358.0,24022.6,24042.65,24020.95,24025.9,27921358.0,2026-06-19 15:10:00,2026-06-19
5172,2026-06-19 15:15:00,NSE:NIFTY,24026.95,24029.35,24010.4,24028.0,27500579.0,24026.95,24029.35,24010.4,24028.0,27500579.0,2026-06-19 15:15:00,2026-06-19
5173,2026-06-19 15:20:00,NSE:NIFTY,24028.4,24035.0,24023.85,24034.2,26830335.0,24028.4,24035.0,24023.85,24034.2,26830335.0,2026-06-19 15:20:00,2026-06-19
5174,2026-06-19 15:25:00,NSE:NIFTY,24033.9,24047.2,24023.1,24044.2,22319574.0,24033.9,24047.2,24023.1,24044.2,22319574.0,2026-06-19 15:25:00,2026-06-19
